acc_l_x[mg],acc_l_y[mg],acc_l_z[mg],acc_h_x[mg],acc_h_y[mg],acc_h_z[mg]
20.008,-370.880,925.248,78.080,-320.128,897.920
20.984,-371.368,926.712,62.464,-359.168,913.536
20.496,-372.344,927.688,7.808,-335.744,897.920
20.496,-370.392,926.224,54.656,-304.512,866.688
20.496,-370.880,927.688,70.272,-359.168,882.304
19.032,-370.880,924.272,78.080,-351.360,897.920
20.008,-370.880,925.248,70.272,-351.360,882.304
21.960,-369.904,925.736,54.656,-343.552,897.920
18.544,-370.880,928.176,23.424,-374.784,851.072
21.960,-372.344,928.664,78.080,-343.552,913.536
21.472,-370.880,924.760,46.848,-343.552,851.072
20.496,-370.392,926.224,46.848,-335.744,897.920
19.520,-369.904,925.248,39.040,-351.360,866.688
19.520,-370.880,926.712,70.272,-343.552,905.728
19.032,-371.856,923.784,62.464,-327.936,882.304
19.520,-368.440,925.248,78.080,-351.360,874.496
18.544,-367.952,924.760,70.272,-343.552,866.688
19.032,-369.416,924.272,85.888,-343.552,858.880
21.960,-370.392,928.176,46.848,-351.360,897.920
19.032,-372.832,927.688,46.848,-366.976,874.496
19.520,-370.880,926.224,54.656,-335.744,851.072
21.960,-372.344,925.248,39.040,-343.552,890.112
19.520,-370.392,923.784,101.504,-327.936,890.112
18.544,-369.904,926.712,85.888,-366.976,905.728
19.520,-368.928,925.248,62.464,-335.744,874.496
19.520,-370.392,923.784,62.464,-335.744,897.920
20.496,-369.416,927.200,46.848,-351.360,874.496
20.496,-370.392,924.760,78.080,-343.552,882.304
21.472,-370.392,925.248,46.848,-351.360,882.304
21.960,-370.880,925.736,54.656,-359.168,897.920
20.984,-370.880,927.200,62.464,-296.704,890.112
20.496,-368.928,924.272,46.848,-366.976,905.728
19.520,-368.928,926.712,62.464,-374.784,866.688
22.448,-369.416,927.200,23.424,-390.400,913.536
20.008,-371.856,925.736,46.848,-351.360,890.112
21.472,-371.368,925.248,62.464,-335.744,890.112
21.472,-370.392,927.200,54.656,-327.936,905.728
18.544,-370.880,926.712,70.272,-343.552,874.496
21.960,-369.416,925.248,78.080,-320.128,874.496
20.008,-369.416,928.176,39.040,-343.552,890.112
19.520,-370.392,926.712,54.656,-351.360,905.728
19.032,-370.880,927.200,23.424,-335.744,858.880
20.496,-369.416,926.224,85.888,-312.320,858.880
20.008,-370.392,928.176,54.656,-327.936,897.920
19.520,-370.392,925.248,78.080,-343.552,890.112
20.008,-371.368,924.760,31.232,-335.744,921.344
20.496,-370.392,925.248,31.232,-304.512,874.496
21.472,-369.904,924.272,85.888,-359.168,897.920
20.496,-370.392,926.224,78.080,-343.552,897.920
20.008,-371.368,924.760,62.464,-359.168,905.728
19.032,-371.368,925.736,31.232,-312.320,882.304
20.984,-369.416,925.736,62.464,-304.512,874.496
20.984,-370.880,926.224,54.656,-359.168,882.304
20.008,-371.368,927.200,70.272,-335.744,921.344
21.960,-370.880,922.320,70.272,-374.784,874.496
18.056,-372.344,925.736,85.888,-335.744,913.536
18.544,-370.880,928.176,78.080,-312.320,882.304
20.984,-369.416,928.176,31.232,-366.976,858.880
20.496,-369.904,925.736,62.464,-335.744,874.496
19.520,-371.368,924.272,46.848,-304.512,866.688
20.984,-370.880,928.176,46.848,-320.128,897.920
19.032,-370.392,925.248,70.272,-390.400,866.688
19.520,-369.416,925.248,62.464,-327.936,882.304
20.496,-368.440,924.760,39.040,-335.744,874.496
21.472,-369.416,924.760,54.656,-366.976,882.304
20.984,-369.416,926.712,23.424,-327.936,921.344
20.008,-369.416,925.736,62.464,-320.128,905.728
20.496,-370.392,926.224,46.848,-327.936,905.728
21.472,-369.904,926.224,46.848,-359.168,890.112
20.008,-368.928,926.712,39.040,-320.128,929.152
20.496,-368.440,925.736,46.848,-351.360,858.880
21.960,-370.880,925.736,46.848,-312.320,890.112
20.984,-368.440,925.248,54.656,-343.552,866.688
21.960,-369.416,925.248,62.464,-312.320,897.920
20.984,-370.392,927.200,70.272,-343.552,905.728
19.520,-370.880,927.200,78.080,-359.168,874.496
20.496,-369.904,926.224,70.272,-335.744,882.304
20.496,-370.880,930.128,46.848,-335.744,905.728
20.008,-369.904,926.712,62.464,-351.360,882.304
20.008,-371.368,924.760,15.616,-351.360,905.728
20.496,-370.392,926.712,46.848,-351.360,890.112
20.496,-370.880,926.224,78.080,-366.976,890.112
18.056,-371.856,924.760,46.848,-366.976,890.112
20.008,-370.392,926.224,46.848,-327.936,897.920
20.496,-370.880,926.712,78.080,-366.976,897.920
20.984,-370.392,927.200,78.080,-327.936,913.536
20.496,-370.392,925.736,85.888,-335.744,858.880
20.984,-371.856,925.248,39.040,-359.168,905.728
21.960,-371.856,922.808,31.232,-359.168,866.688
17.568,-371.368,926.712,62.464,-351.360,874.496
19.520,-371.856,927.688,31.232,-327.936,897.920
21.472,-370.880,925.736,70.272,-312.320,866.688
22.448,-370.880,924.760,62.464,-398.208,858.880
21.960,-370.880,926.224,70.272,-351.360,874.496
19.520,-372.344,923.784,23.424,-335.744,874.496
20.984,-372.344,927.200,54.656,-366.976,897.920
19.520,-370.392,926.712,46.848,-335.744,882.304
20.984,-371.856,924.760,-7.808,-351.360,890.112
19.032,-370.392,925.248,62.464,-320.128,851.072
18.544,-371.368,924.272,46.848,-359.168,874.496
20.984,-369.416,926.712,78.080,-366.976,890.112
21.472,-369.904,926.712,70.272,-343.552,897.920
21.472,-371.368,926.712,31.232,-335.744,890.112
19.032,-370.392,925.248,39.040,-382.592,874.496
20.008,-371.856,922.808,78.080,-351.360,874.496
19.032,-370.392,925.736,39.040,-343.552,890.112
20.008,-372.832,926.712,62.464,-351.360,913.536
20.008,-370.880,924.272,54.656,-343.552,897.920
20.496,-369.416,926.712,70.272,-335.744,897.920
19.520,-371.856,924.760,39.040,-343.552,890.112
20.496,-372.344,927.200,70.272,-351.360,897.920
20.496,-372.344,927.200,62.464,-343.552,882.304
20.984,-370.880,924.272,15.616,-320.128,929.152
19.520,-370.392,925.248,70.272,-359.168,913.536
19.032,-369.904,928.176,78.080,-320.128,874.496
20.496,-369.904,928.664,46.848,-351.360,913.536
20.984,-369.904,925.736,31.232,-335.744,890.112
19.520,-370.880,925.248,39.040,-335.744,866.688
20.496,-371.368,925.248,93.696,-366.976,890.112
20.008,-369.904,925.248,46.848,-351.360,897.920
20.984,-367.952,925.736,54.656,-296.704,874.496
20.984,-371.368,924.272,70.272,-320.128,897.920
21.960,-368.928,926.224,62.464,-343.552,882.304
20.496,-368.928,926.712,39.040,-343.552,882.304
20.496,-368.928,925.736,23.424,-343.552,874.496
19.520,-369.904,925.736,70.272,-327.936,858.880
20.984,-368.928,927.688,39.040,-343.552,874.496
19.520,-370.392,926.712,7.808,-366.976,897.920
20.008,-370.392,927.688,70.272,-327.936,882.304
20.496,-371.368,926.224,46.848,-304.512,866.688
19.520,-371.368,925.736,62.464,-343.552,897.920
20.496,-370.880,926.712,78.080,-343.552,882.304
22.448,-370.392,926.224,54.656,-320.128,874.496
20.984,-372.344,927.200,31.232,-359.168,882.304
20.496,-370.392,926.712,54.656,-366.976,890.112
19.520,-369.904,925.736,62.464,-382.592,890.112
20.008,-372.344,927.200,70.272,-374.784,897.920
20.496,-369.416,927.200,62.464,-343.552,897.920
20.496,-370.880,927.688,70.272,-304.512,874.496
20.008,-369.416,923.296,70.272,-351.360,921.344
19.032,-369.416,926.712,31.232,-312.320,882.304
20.008,-370.880,926.712,39.040,-374.784,913.536
21.960,-370.880,925.248,31.232,-366.976,882.304
20.496,-370.392,925.248,70.272,-343.552,866.688
20.496,-371.368,926.712,46.848,-312.320,866.688
20.496,-369.904,926.224,70.272,-374.784,905.728
19.520,-370.392,928.176,15.616,-366.976,866.688
20.984,-370.392,923.784,70.272,-359.168,858.880
19.032,-369.416,926.224,23.424,-359.168,882.304
20.984,-370.392,924.760,62.464,-351.360,874.496
21.960,-371.368,925.736,78.080,-351.360,874.496
21.472,-369.416,925.736,54.656,-343.552,851.072
20.496,-369.904,923.784,62.464,-343.552,897.920
20.984,-372.344,922.320,54.656,-327.936,882.304
21.472,-370.880,925.248,46.848,-335.744,890.112
20.984,-371.368,924.760,54.656,-351.360,858.880
20.008,-372.344,926.224,54.656,-343.552,866.688
20.008,-370.392,926.712,70.272,-335.744,905.728
21.960,-371.856,927.200,70.272,-351.360,882.304
20.496,-370.880,929.152,39.040,-359.168,890.112
20.984,-369.416,926.712,85.888,-359.168,890.112
21.472,-371.368,926.224,46.848,-343.552,858.880
21.472,-370.392,928.176,62.464,-343.552,882.304
19.520,-370.392,925.736,39.040,-296.704,905.728
19.520,-371.368,926.224,46.848,-343.552,874.496
21.472,-370.392,928.664,31.232,-343.552,851.072
21.960,-371.368,927.200,78.080,-351.360,882.304
19.032,-370.392,926.712,70.272,-343.552,866.688
20.496,-371.856,926.712,46.848,-335.744,890.112
20.008,-369.904,925.248,23.424,-343.552,897.920
20.008,-369.416,925.248,23.424,-351.360,890.112
20.984,-370.880,923.784,46.848,-320.128,890.112
21.472,-368.928,925.736,62.464,-320.128,897.920
21.960,-369.904,925.736,46.848,-320.128,851.072
20.496,-368.928,926.224,46.848,-335.744,913.536
20.984,-370.392,926.712,46.848,-374.784,874.496
20.496,-371.368,925.736,54.656,-320.128,905.728
20.984,-371.368,926.712,46.848,-335.744,890.112
20.008,-371.368,925.736,93.696,-335.744,874.496
20.496,-371.368,926.224,70.272,-312.320,890.112
20.984,-371.856,925.248,46.848,-366.976,905.728
20.984,-369.904,928.176,54.656,-351.360,905.728
20.008,-368.440,926.224,46.848,-390.400,905.728
20.984,-371.368,923.784,62.464,-335.744,897.920
20.496,-369.904,923.784,39.040,-327.936,882.304
21.472,-370.880,927.200,70.272,-359.168,858.880
19.520,-371.368,926.224,62.464,-343.552,882.304
20.496,-370.880,926.712,39.040,-359.168,890.112
21.472,-370.392,927.200,46.848,-374.784,882.304
19.520,-370.880,925.736,46.848,-327.936,897.920
19.032,-369.904,928.664,62.464,-359.168,874.496
20.008,-370.880,926.712,54.656,-382.592,890.112
19.520,-371.856,924.272,23.424,-343.552,851.072
20.008,-372.832,926.712,46.848,-351.360,866.688
19.520,-370.880,925.248,46.848,-327.936,890.112
20.984,-371.368,924.760,70.272,-382.592,882.304
20.496,-369.904,924.760,54.656,-359.168,905.728
19.032,-370.392,926.712,70.272,-343.552,897.920
20.984,-370.392,926.224,54.656,-335.744,905.728
20.008,-370.392,926.712,78.080,-366.976,890.112
20.008,-369.904,924.760,39.040,-335.744,897.920
18.544,-370.880,924.760,70.272,-343.552,897.920
19.520,-371.368,924.760,23.424,-359.168,897.920
18.544,-371.368,927.200,46.848,-335.744,874.496
21.472,-372.344,927.200,39.040,-351.360,874.496
20.496,-370.880,926.224,39.040,-366.976,897.920
19.520,-371.368,926.224,54.656,-374.784,851.072
18.544,-371.368,925.248,46.848,-374.784,897.920
21.472,-370.880,925.248,31.232,-351.360,890.112
19.032,-368.440,926.712,54.656,-320.128,897.920
19.032,-370.392,927.200,31.232,-320.128,890.112
20.496,-371.368,927.200,23.424,-327.936,882.304
20.496,-371.856,925.736,39.040,-335.744,882.304
19.520,-370.392,925.736,70.272,-343.552,874.496
19.032,-369.904,924.760,62.464,-351.360,882.304
20.496,-372.344,926.224,54.656,-359.168,882.304
20.496,-371.368,927.688,54.656,-343.552,882.304
19.520,-370.880,927.200,39.040,-320.128,890.112
21.472,-371.368,929.152,78.080,-366.976,866.688
20.496,-368.928,927.200,70.272,-374.784,882.304
20.496,-370.880,925.736,70.272,-359.168,897.920
21.472,-368.928,927.688,31.232,-327.936,890.112
20.008,-370.392,927.200,46.848,-382.592,890.112
20.984,-370.880,925.248,23.424,-335.744,874.496
22.448,-370.392,926.712,39.040,-359.168,890.112
20.984,-367.952,926.224,78.080,-335.744,866.688
20.496,-370.392,925.736,78.080,-296.704,890.112
18.056,-370.880,926.224,78.080,-351.360,913.536
20.008,-370.880,925.736,46.848,-335.744,882.304
20.496,-368.440,926.224,54.656,-343.552,882.304
21.472,-368.928,925.248,46.848,-335.744,890.112
19.520,-368.440,925.248,46.848,-374.784,858.880
19.032,-369.416,924.760,54.656,-359.168,851.072
20.984,-370.392,923.296,54.656,-359.168,866.688
22.448,-372.344,926.712,46.848,-335.744,913.536
20.008,-370.392,926.224,31.232,-343.552,905.728
21.960,-371.368,927.688,31.232,-398.208,890.112
20.984,-370.880,925.248,70.272,-351.360,905.728
20.008,-369.416,927.200,46.848,-390.400,905.728
19.032,-371.856,927.200,85.888,-343.552,874.496
21.472,-371.368,926.712,31.232,-351.360,882.304
19.520,-368.928,928.176,39.040,-359.168,851.072
19.032,-370.392,928.176,62.464,-398.208,866.688
19.032,-371.368,925.736,70.272,-327.936,866.688
20.984,-371.368,924.760,62.464,-327.936,874.496
20.496,-370.880,928.176,70.272,-359.168,858.880
20.984,-370.392,927.200,54.656,-351.360,913.536
21.472,-370.880,926.712,54.656,-320.128,890.112
20.496,-371.368,926.224,54.656,-351.360,905.728
18.544,-369.416,927.200,62.464,-351.360,897.920
20.496,-371.368,925.736,70.272,-327.936,874.496
19.032,-371.368,926.224,85.888,-359.168,897.920
20.008,-369.904,924.760,39.040,-335.744,874.496
20.008,-371.368,927.200,39.040,-351.360,897.920
20.496,-371.368,925.248,46.848,-351.360,882.304
19.032,-367.952,927.688,39.040,-320.128,921.344
19.520,-369.904,927.688,31.232,-327.936,905.728
20.496,-372.832,927.200,62.464,-343.552,905.728
19.520,-369.416,926.712,78.080,-327.936,882.304
20.008,-369.904,924.760,54.656,-327.936,882.304
20.984,-369.416,928.176,46.848,-343.552,874.496
21.472,-370.880,928.176,78.080,-359.168,874.496
20.984,-371.856,926.224,78.080,-351.360,897.920
20.008,-370.392,926.224,31.232,-359.168,890.112
18.056,-370.880,926.224,7.808,-351.360,897.920
20.496,-371.368,926.712,31.232,-343.552,882.304
20.984,-369.904,928.176,15.616,-327.936,897.920
20.496,-371.368,926.712,54.656,-343.552,874.496
19.520,-371.368,926.712,39.040,-351.360,882.304
19.520,-371.368,926.224,23.424,-366.976,897.920
20.008,-370.880,925.248,70.272,-335.744,882.304
19.520,-370.392,926.712,85.888,-335.744,890.112
21.960,-370.880,928.176,46.848,-320.128,897.920
20.984,-370.392,925.736,39.040,-351.360,866.688
20.008,-370.880,925.248,70.272,-366.976,897.920
21.472,-370.880,924.760,62.464,-343.552,890.112
20.496,-369.416,926.712,46.848,-343.552,890.112
20.496,-369.416,924.760,62.464,-366.976,874.496
19.520,-370.880,927.200,39.040,-335.744,890.112
20.496,-371.856,924.760,39.040,-343.552,882.304
19.032,-371.368,925.248,46.848,-351.360,882.304
20.496,-372.344,924.272,46.848,-327.936,897.920
20.496,-369.904,926.712,54.656,-359.168,874.496
19.032,-369.904,927.200,78.080,-351.360,890.112
21.472,-371.368,926.712,54.656,-351.360,882.304
18.056,-371.368,925.736,101.504,-343.552,890.112
19.032,-370.392,926.224,62.464,-351.360,890.112
20.984,-372.344,926.224,54.656,-351.360,874.496
19.032,-371.856,926.224,46.848,-351.360,882.304
20.008,-371.856,925.736,62.464,-312.320,874.496
20.984,-369.904,927.688,23.424,-343.552,905.728
19.520,-371.856,925.248,54.656,-335.744,866.688
19.520,-372.344,926.712,39.040,-366.976,858.880
20.496,-371.368,925.248,39.040,-288.896,882.304
20.496,-370.880,927.688,46.848,-359.168,882.304
21.960,-371.368,927.688,46.848,-374.784,866.688
20.008,-369.904,926.712,93.696,-359.168,905.728
19.520,-371.856,925.248,78.080,-335.744,890.112
19.032,-370.392,924.760,31.232,-304.512,905.728
19.032,-371.368,927.688,54.656,-335.744,890.112
20.496,-368.440,927.688,62.464,-366.976,874.496
20.496,-371.368,925.736,31.232,-359.168,905.728
19.032,-369.904,926.224,39.040,-343.552,897.920
20.984,-370.880,927.688,46.848,-327.936,913.536
20.984,-370.880,928.664,85.888,-343.552,874.496
20.496,-369.904,925.248,39.040,-327.936,882.304
19.032,-371.368,926.712,46.848,-343.552,874.496
20.496,-370.392,925.736,70.272,-343.552,905.728
21.960,-368.928,922.808,62.464,-335.744,882.304
20.496,-367.952,925.248,54.656,-312.320,866.688
21.472,-369.904,927.200,78.080,-351.360,897.920
20.008,-368.440,928.176,78.080,-335.744,882.304
21.472,-368.440,925.736,54.656,-320.128,897.920
20.496,-368.928,924.760,31.232,-343.552,890.112
20.008,-368.440,925.248,31.232,-335.744,858.880
19.520,-371.368,926.712,23.424,-359.168,874.496
21.472,-371.856,927.688,78.080,-351.360,882.304
19.520,-369.904,928.664,39.040,-366.976,882.304
21.472,-368.928,928.176,46.848,-296.704,890.112
21.472,-367.464,930.128,70.272,-327.936,890.112
20.984,-370.880,927.688,31.232,-390.400,905.728
21.960,-370.880,928.176,23.424,-327.936,897.920
20.496,-370.392,926.712,85.888,-320.128,866.688
19.520,-369.904,925.736,93.696,-327.936,882.304
19.520,-370.392,928.176,39.040,-374.784,866.688
20.496,-370.880,928.664,62.464,-335.744,897.920
20.496,-371.856,925.248,39.040,-320.128,913.536
19.520,-370.880,927.200,93.696,-374.784,921.344
20.008,-370.392,925.736,39.040,-320.128,897.920
20.496,-370.880,924.760,31.232,-343.552,882.304
23.424,-371.368,927.200,70.272,-327.936,882.304
20.984,-371.856,925.736,109.312,-351.360,874.496
19.032,-371.856,926.712,31.232,-382.592,905.728
20.008,-371.368,927.200,46.848,-320.128,874.496
20.008,-371.368,927.688,46.848,-320.128,874.496
20.496,-371.368,927.688,62.464,-382.592,874.496
21.472,-371.368,926.712,46.848,-327.936,882.304
21.472,-371.856,927.200,54.656,-343.552,890.112
21.472,-371.856,925.736,23.424,-366.976,913.536
21.472,-371.856,926.224,39.040,-374.784,874.496
20.496,-372.344,925.736,54.656,-304.512,905.728
22.448,-371.856,925.736,54.656,-335.744,866.688
20.008,-371.368,925.736,62.464,-343.552,897.920
20.008,-371.856,926.712,46.848,-366.976,874.496
20.496,-371.368,927.200,62.464,-351.360,851.072
20.008,-370.392,927.688,78.080,-320.128,905.728
20.496,-371.368,926.712,46.848,-351.360,905.728
20.496,-371.856,927.200,54.656,-335.744,866.688
21.960,-371.856,927.200,78.080,-327.936,897.920
19.032,-370.392,925.248,46.848,-359.168,890.112
19.032,-370.880,925.248,-7.808,-351.360,913.536
20.008,-370.392,925.736,39.040,-359.168,890.112
20.496,-370.392,927.200,39.040,-335.744,874.496
21.472,-369.904,927.688,46.848,-335.744,882.304
19.520,-370.392,927.200,70.272,-335.744,874.496
19.032,-369.904,924.760,15.616,-327.936,913.536
19.520,-370.880,924.272,31.232,-351.360,890.112
20.496,-369.904,928.664,93.696,-374.784,897.920
20.008,-371.368,925.736,39.040,-366.976,882.304
19.520,-368.928,927.200,46.848,-335.744,897.920
20.008,-371.856,928.664,46.848,-351.360,882.304
20.496,-372.832,925.248,70.272,-359.168,851.072
20.984,-370.392,926.712,70.272,-343.552,890.112
19.520,-370.392,924.760,46.848,-351.360,890.112
20.008,-369.904,927.200,85.888,-343.552,874.496
20.984,-369.904,926.224,54.656,-335.744,890.112
21.472,-368.928,926.224,46.848,-351.360,890.112
20.984,-370.392,927.688,46.848,-359.168,874.496
18.544,-370.392,928.176,70.272,-366.976,890.112
20.496,-370.880,926.712,62.464,-351.360,874.496
20.496,-371.368,928.176,39.040,-343.552,874.496
20.008,-372.344,926.224,46.848,-343.552,882.304
20.496,-370.880,926.224,46.848,-304.512,874.496
20.496,-371.856,926.712,62.464,-343.552,882.304
20.496,-368.928,926.224,39.040,-343.552,890.112
20.496,-369.416,927.688,62.464,-296.704,890.112
22.448,-369.416,926.712,54.656,-359.168,905.728
19.520,-370.392,928.664,70.272,-343.552,866.688
20.008,-370.392,924.760,85.888,-327.936,890.112
19.520,-371.368,927.200,78.080,-335.744,858.880
20.496,-370.392,928.664,46.848,-351.360,874.496
21.472,-371.856,925.736,46.848,-304.512,866.688
19.520,-371.368,927.688,46.848,-351.360,905.728
20.008,-371.368,926.224,78.080,-366.976,913.536
20.008,-371.368,924.272,46.848,-359.168,890.112
20.984,-370.392,925.248,54.656,-335.744,874.496
20.984,-369.904,925.248,39.040,-359.168,866.688
20.984,-371.368,925.248,54.656,-366.976,882.304
20.008,-370.392,926.224,62.464,-343.552,921.344
19.520,-372.832,925.248,46.848,-343.552,874.496
18.544,-369.904,928.664,62.464,-351.360,890.112
20.984,-370.392,925.736,15.616,-351.360,874.496
19.520,-369.904,927.200,78.080,-343.552,905.728
21.472,-369.904,927.200,70.272,-382.592,921.344
19.520,-371.368,928.664,54.656,-335.744,882.304
19.520,-370.880,924.760,78.080,-335.744,897.920
19.032,-370.880,924.272,62.464,-351.360,874.496
19.032,-370.392,925.248,23.424,-320.128,890.112
20.984,-371.368,926.224,93.696,-351.360,882.304
21.472,-370.880,925.248,46.848,-320.128,858.880
20.008,-371.368,928.664,78.080,-351.360,913.536
18.544,-369.904,926.224,70.272,-335.744,882.304
19.032,-370.392,926.712,46.848,-335.744,858.880
20.984,-369.416,927.688,62.464,-335.744,858.880
20.008,-371.368,926.712,31.232,-335.744,858.880
20.008,-371.368,926.224,54.656,-327.936,882.304
21.472,-370.392,925.736,46.848,-320.128,874.496
20.008,-369.904,926.224,54.656,-335.744,858.880
20.008,-369.904,923.296,78.080,-335.744,874.496
19.520,-369.416,927.200,46.848,-320.128,890.112
19.032,-368.928,923.296,39.040,-327.936,882.304
19.032,-370.392,925.248,39.040,-359.168,882.304
20.008,-371.368,926.712,46.848,-312.320,843.264
19.032,-371.368,926.224,78.080,-359.168,890.112
19.520,-370.392,926.224,39.040,-320.128,890.112
20.984,-369.416,925.736,62.464,-366.976,890.112
19.032,-369.904,925.736,54.656,-281.088,851.072
20.496,-370.392,923.784,46.848,-359.168,890.112
20.984,-369.904,925.248,62.464,-374.784,913.536
20.984,-370.392,924.760,70.272,-327.936,874.496
19.032,-372.344,927.200,39.040,-327.936,882.304
19.520,-371.368,925.736,54.656,-320.128,866.688
20.984,-369.416,924.760,31.232,-359.168,874.496
20.496,-371.856,924.272,54.656,-320.128,866.688
22.448,-369.904,926.224,46.848,-335.744,882.304
21.960,-372.832,927.688,31.232,-366.976,874.496
20.984,-370.880,926.712,78.080,-327.936,866.688
20.984,-371.368,930.128,62.464,-382.592,874.496
21.472,-370.880,926.224,62.464,-320.128,882.304
22.936,-370.880,925.736,46.848,-327.936,874.496
20.496,-372.832,926.224,93.696,-312.320,905.728
21.472,-372.344,926.224,54.656,-320.128,890.112
19.520,-371.368,925.736,46.848,-351.360,874.496
20.984,-371.368,924.760,54.656,-327.936,890.112
19.520,-372.832,926.224,62.464,-390.400,874.496
18.544,-371.368,927.688,46.848,-327.936,905.728
19.520,-371.368,926.224,46.848,-335.744,874.496
19.520,-370.880,928.176,54.656,-343.552,905.728
19.520,-371.368,926.712,15.616,-335.744,882.304
20.496,-370.392,927.200,78.080,-359.168,913.536
19.032,-371.368,926.224,39.040,-351.360,890.112
19.032,-370.880,926.712,46.848,-351.360,897.920
18.544,-371.368,929.152,46.848,-351.360,874.496
19.520,-370.392,928.664,62.464,-335.744,874.496
19.520,-369.904,926.224,23.424,-312.320,897.920
20.984,-371.368,924.760,31.232,-366.976,929.152
19.032,-369.416,929.152,70.272,-320.128,905.728
20.496,-370.880,926.712,31.232,-351.360,936.960
20.984,-369.904,927.688,54.656,-335.744,882.304
20.008,-371.368,925.736,31.232,-343.552,874.496
21.960,-370.392,924.760,39.040,-366.976,882.304
23.424,-369.416,925.736,62.464,-343.552,897.920
20.984,-368.928,927.200,70.272,-351.360,882.304
19.520,-371.856,924.760,62.464,-327.936,874.496
21.472,-370.392,923.784,62.464,-351.360,929.152
19.520,-369.904,926.712,39.040,-327.936,874.496
20.008,-372.344,925.248,54.656,-320.128,858.880
19.032,-368.440,927.200,54.656,-320.128,897.920
21.472,-370.392,927.200,78.080,-359.168,882.304
20.496,-369.416,927.200,31.232,-398.208,905.728
20.008,-369.904,925.248,62.464,-359.168,882.304
21.960,-368.928,925.248,62.464,-327.936,905.728
19.032,-369.416,927.200,31.232,-327.936,897.920
20.008,-368.928,928.176,15.616,-335.744,858.880
22.448,-369.416,925.248,54.656,-374.784,874.496
20.008,-369.904,924.760,31.232,-359.168,882.304
20.496,-370.392,926.712,46.848,-359.168,866.688
21.472,-370.392,924.760,54.656,-335.744,874.496
21.960,-370.392,925.736,39.040,-343.552,921.344
20.496,-369.416,924.760,46.848,-351.360,858.880
20.008,-369.904,926.224,31.232,-327.936,897.920
20.496,-372.344,926.224,54.656,-343.552,874.496
20.496,-371.856,927.200,39.040,-351.360,866.688
22.448,-371.856,926.224,46.848,-320.128,890.112
20.984,-371.368,925.248,62.464,-351.360,913.536
20.496,-372.832,927.200,46.848,-304.512,866.688
19.520,-370.392,926.224,31.232,-343.552,890.112
20.984,-369.904,926.224,39.040,-320.128,890.112
19.520,-371.856,926.224,23.424,-335.744,866.688
20.496,-371.368,926.224,62.464,-320.128,897.920
20.496,-371.368,922.320,62.464,-359.168,890.112
19.032,-371.368,924.760,15.616,-335.744,890.112
21.960,-370.392,925.736,78.080,-343.552,882.304
21.960,-370.392,925.736,62.464,-327.936,897.920
20.008,-370.880,924.760,70.272,-359.168,866.688
20.984,-369.904,925.736,46.848,-343.552,897.920
20.984,-371.368,925.248,54.656,-351.360,882.304
20.008,-370.392,926.224,62.464,-351.360,882.304
20.984,-368.928,925.736,78.080,-320.128,874.496
19.520,-373.320,926.224,70.272,-312.320,913.536
20.008,-372.344,924.272,31.232,-366.976,897.920
20.984,-370.880,925.736,54.656,-327.936,843.264
21.472,-373.320,928.176,85.888,-335.744,890.112
21.472,-370.392,927.688,93.696,-327.936,874.496
19.520,-369.904,926.224,62.464,-343.552,890.112
21.472,-372.344,925.248,39.040,-351.360,897.920
20.008,-370.880,925.248,62.464,-335.744,905.728
20.008,-372.344,925.248,46.848,-327.936,890.112
19.520,-370.392,924.760,31.232,-343.552,874.496
20.984,-369.904,926.712,54.656,-327.936,905.728
19.520,-370.392,924.272,70.272,-335.744,897.920
20.984,-370.392,924.272,46.848,-327.936,866.688
20.984,-371.368,924.760,39.040,-335.744,890.112
20.008,-369.416,928.664,70.272,-351.360,874.496
20.496,-369.904,926.224,7.808,-335.744,866.688
20.984,-370.392,925.248,54.656,-351.360,897.920
20.984,-370.880,927.200,70.272,-351.360,890.112
19.032,-371.368,926.712,46.848,-327.936,866.688
18.544,-370.880,928.176,62.464,-374.784,866.688
20.008,-371.856,927.688,62.464,-351.360,874.496
19.520,-370.880,926.224,62.464,-366.976,929.152
20.008,-371.368,926.224,46.848,-335.744,905.728
19.032,-370.880,924.760,23.424,-351.360,882.304
20.008,-371.856,927.688,39.040,-343.552,866.688
20.984,-369.904,927.200,31.232,-320.128,890.112
21.472,-370.392,926.224,78.080,-327.936,882.304
20.984,-371.368,926.712,54.656,-351.360,890.112
19.032,-369.416,925.248,85.888,-351.360,913.536
20.984,-370.392,926.224,39.040,-374.784,890.112
20.984,-370.880,925.736,85.888,-327.936,882.304
20.008,-370.880,926.224,23.424,-288.896,882.304
19.032,-370.880,927.200,46.848,-327.936,890.112
20.984,-369.904,927.200,101.504,-343.552,882.304
18.544,-369.416,926.712,78.080,-327.936,882.304
19.520,-369.416,928.664,70.272,-366.976,897.920
20.008,-371.368,927.200,85.888,-327.936,882.304
19.032,-371.368,926.712,39.040,-335.744,905.728
19.520,-370.880,925.736,39.040,-343.552,851.072
20.496,-370.880,923.784,39.040,-320.128,921.344
21.472,-370.880,924.760,23.424,-335.744,882.304
20.008,-369.904,926.712,78.080,-335.744,874.496
19.520,-368.440,925.736,46.848,-312.320,882.304
21.472,-370.392,923.296,62.464,-327.936,905.728
20.008,-369.904,926.712,62.464,-304.512,874.496
19.032,-370.880,928.664,62.464,-359.168,874.496
21.960,-369.904,928.664,46.848,-351.360,905.728
